16H050807: União das freguesias de Proença-a-Nova e Peral;246;768;499;4454;334;11109;2351;4168;
16H050808: União das freguesias de Sobreira Formosa e Alvito da Beira;198;621;569;2675;153;7262;1461;497;
16H0511: Vila Velha de Ródão;285;2075;7775;4225;232;10363;5430;1573;
16H051101: Fratel;23;130;562;1068;125;1796;212;386;
16H051102: Perais;48;380;3645;1344;22;2848;3398;270;
16H051103: Sarnadas de Ródão;- -;42;1251;851;26;1568;397;160;
16H051104: Vila Velha de Ródão;214;1523;2317;962;59;4151;1423;757;
16I: Médio Tejo;10577;69928;56400;29127;2245;4206527;61831;15240;
16I1401: Abrantes;899;3819;16869;2044;335;13166;1959;2465;
16I140104: Bemposta;253;1126;4429;181;41;1004;105;490;
16I140119: Carvalhal;- -;8;54;40;- -;447;101;15;
16I140118: Fontes;- -;81;143;152;- -;1224;218;5;
16I140105: Martinchel;3;19;593;211;7;1182;103;- -;
16I140106: Mouriscas;70;50;744;358;71;2662;400;29;
16I140107: Pego;7;12;1517;26;19;752;63;22;
16I140108: Rio de Moinhos;15;10;94;2;1;401;30;- -;
16I140115: Tramagal;6;76;1654;24;40;250;115;70;
16I140120: União das freguesias de Abrantes (São Vicente e São João) e Alferrarede;226;2181;1963;317;87;2373;611;1104;
16I140121: União das freguesias de Aldeia do Mato e Souto;1;49;406;64;2;1006;45;22;
16I140122: União das freguesias de Alvega e Concavada;161;29;712;296;32;854;80;9;
16I140123: União das freguesias de São Facundo e Vale das Mós;138;122;2635;293;25;1005;67;520;
16I140124: União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo;19;56;1925;80;10;6;21;179;
16I1402: Alcanena;2727;1795;3744;2121;108;17345;2622;380;
16I140202: Bugalhos;210;35;625;234;57;1113;272;17;
16I140206: Minde;70;45;339;192;2;152;579;7;
16I140207: Moitas Venda;61;267;347;85;3;286;1233;55;
16I140208: Monsanto;45;12;138;102;4;12235;68;2;
16I140209: Serra de Santo António;1694;940;530;264;10;347;107;249;
16I140211: União das freguesias de Alcanena e Vila Moreira;283;47;665;383;8;511;53;- -;
16I140212: União das freguesias de Malhou, Louriceira e Espinheiro;364;449;1100;861;24;2701;310;50;
16I1408: Constância;115;3438;1717;214;42;666;131;149;
16I140801: Constância;- -;- -;59;12;19;9;7;50;
16I140802: Montalvo;44;3433;23;19;3;148;44;- -;
16I140803: Santa Margarida da Coutada;71;5;1635;183;20;509;80;99;
16I1410: Entroncamento;44;45;182;22;1;702;102;3;
16I141002: Nossa Senhora de Fátima;- -;- -;- -;- -;- -;- -;- -;- -;
16I141001: São João Baptista;44;45;182;22;1;702;102;3;
16I1411: Ferreira do Zêzere;293;29537;3159;2061;56;1154524;3546;837;
16I141101: Águas Belas;85;16926;444;130;25;408750;436;27;
16I141103: Beco;7;63;337;212;1;2053;396;60;
16I141104: Chãos;2;51;146;395;5;1334;260;73;
16I141106: Ferreira do Zêzere;80;10389;542;139;1;589632;331;265;
16I141107: Igreja Nova do Sobral;36;234;135;112;- -;146348;239;44;
16I141110: Nossa Senhora do Pranto;59;819;725;372;8;2314;604;264;
16I141111: União das freguesias de Areias e Pias;24;1055;830;701;16;4093;1280;104;
16I1413: Mação;410;4849;1786;4363;453;20327;4129;2903;
16I141302: Amêndoa;3;91;198;215;17;1113;292;59;
16I141303: Cardigos;66;3675;426;643;68;3232;851;519;
16I141304: Carvoeiro;26;205;216;947;90;2529;376;402;
16I141305: Envendos;298;212;332;1475;129;3316;471;987;
16I141307: Ortiga;2;44;52;136;13;1869;380;128;
16I141309: União das freguesias de Mação, Penhascoso e Aboboreira;15;622;562;947;136;8268;1759;808;
16I1421: Ourém;1728;4737;8250;4763;270;1615852;23591;2809;
16I142101: Alburitel;3;102;102;153;1;1373;2329;121;
16I142102: Atouguia;20;21;272;113;10;23752;241;88;
16I142104: Caxarias;38;71;403;179;10;2011;390;31;
16I142105: Espite;19;93;235;44;24;990;407;38;
16I142106: Fátima;113;179;942;931;17;2168;4456;1232;
16I142115: Nossa Senhora da Piedade;237;295;552;285;11;2678;1127;68;
16I142111: Nossa Senhora das Misericórdias;236;1055;1358;737;40;1118591;2037;720;
16I142113: Seiça;42;367;460;181;11;2642;2682;86;
16I142119: União das freguesias de Freixianda, Ribeira do Fárrio e Formigais;221;590;1173;789;44;37896;775;100;
16I142120: União das freguesias de Gondemaria e Olival;324;1174;701;191;6;10263;935;53;
16I142121: União das freguesias de Matas e Cercal;100;175;618;123;39;31826;490;15;
16I142122: União das freguesias de Rio de Couros e Casal dos Bernardos;336;550;1109;845;49;70298;7121;257;
16I142114: Urqueira;39;65;325;192;8;311364;601;- -;
16I1417: Sardoal;18;231;624;685;46;6786;1589;595;
16I141701: Alcaravela;8;111;136;403;25;2281;423;363;
16I141702: Santiago de Montalegre;3;31;113;107;3;754;136;33;
16I141703: Sardoal;6;62;312;114;13;2983;863;152;
16I141704: Valhascos;1;27;63;61;5;768;167;47;
16I0509: Sertã;800;10275;2762;7147;272;34260;8915;2415;
16I050901: Cabeçudo;3;141;168;108;2;1546;169;100;
16I050902: Carvalhal;22;76;340;188;5;1144;150;48;
16I050903: Castelo;50;144;221;282;20;2337;850;154;
16I050911: Pedrógão Pequeno;29;116;235;524;23;2776;682;147;
16I050912: Sertã;215;6664;701;1127;23;7198;1655;426;
16I050913: Troviscal;75;442;268;1341;10;3851;1031;165;
16I050915: União das freguesias de Cernache do Bonjardim, Nesperal e Palhais;159;2002;488;1313;77;7291;1502;621;
16I050916: União das freguesias de Cumeada e Marmeleiro;137;304;50;884;79;2958;704;377;
16I050917: União das freguesias de Ermida e Figueiredo;34;166;138;771;25;2350;1022;74;
16I050914: Várzea dos Cavaleiros;76;220;153;609;8;2809;1150;303;
16I1418: Tomar;1817;6210;8795;2007;283;1004264;4829;657;
16I141802: Asseiceira;137;573;1311;23;4;671609;362;196;
16I141804: Carregueiros;51;1145;217;75;9;1251;326;78;
16I141808: Olalhas;169;838;486;205;41;2975;592;103;
16I141809: Paialvo;274;13;2112;117;18;119828;365;12;
16I141814: Sabacheira;14;109;203;280;9;1591;548;3;
16I141813: São Pedro de Tomar;389;181;878;85;75;608;30;12;
16I141817: União das freguesias de Além da Ribeira e Pedreira;41;34;101;189;23;1412;143;33;
16I141818: União das freguesias de Casais e Alviobeira;153;181;768;321;15;37752;681;111;
16I141819: União das freguesias de Madalena e Beselga;256;3024;1552;457;41;162114;941;44;
16I141820: União das freguesias de Serra e Junceira;13;48;333;75;12;2884;503;24;
16I141821: União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;320;64;834;180;36;2240;338;41;
16I1419: Torres Novas;1663;3925;7826;2508;246;218786;8944;353;
16I141902: Assentiz;156;51;1044;304;17;10851;513;175;
16I141904: Chancelaria;274;86;996;368;25;134477;395;54;
16I141917: Meia Via;- -;- -;- -;- -;- -;- -;- -;- -;
16I141909: Pedrógão;17;31;682;380;21;1329;409;59;
16I141910: Riachos;131;12;127;8;19;41617;147;- -;
16I141918: União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel;172;86;1176;702;37;2370;181;14;
16I141919: União das freguesias de Olaia e Paço;95;147;683;48;22;1492;387;1;
16I141920: União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago);515;3450;2033;424;85;24458;6612;44;
16I141921: União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca;291;55;912;214;16;1825;215;6;
16I141916: Zibreira;12;7;173;60;4;367;85;- -;
16I0510: Vila de Rei;55;1028;253;1102;110;38830;1144;1599;
16I051001: Fundada;6;66;54;288;45;613;148;188;
16I051002: São João do Peso;40;31;20;34;6;430;270;143;
16I051003: Vila de Rei;9;931;179;780;59;37787;726;1268;
16I1420: Vila Nova da Barquinha;8;39;433;90;23;81019;330;75;
16I142001: Atalaia;- -;6;46;11;8;225;48;- -;
16I142002: Praia do Ribatejo;- -;- -;65;12;15;80312;38;19;
16I142003: Tancos;- -;13;152;8;- -;104;150;3;
16I142006: Vila Nova da Barquinha;8;20;170;59;- -;378;94;53;
16J: Beiras e Serra da Estrela;39962;34286;256560;48102;11539;494547;100029;16801;
16J0902: Almeida;6242;5737;16213;2213;1138;6453;3375;2637;
16J090203: Almeida;614;3854;3559;33;67;841;358;141;
16J090207: Castelo Bom;146;21;159;10;41;289;176;32;
16J090209: Freineda;414;61;1264;33;61;433;519;1759;
16J090210: Freixo;349;52;65;315;30;179;108;300;
16J090213: Malhada Sorda;523;18;1885;226;64;283;85;21;
16J090219: Nave de Haver;240;57;2183;37;92;404;163;62;
16J090224: São Pedro de Rio Seco;191;25;320;67;60;213;134;- -;
16J090230: União das freguesias de Amoreira, Parada e Cabreira;252;30;145;146;95;339;241;108;
16J090231: União das freguesias de Azinhal, Peva e Valverde;581;128;948;416;103;1139;383;19;
16J090232: União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela;245;12;230;188;110;553;419;60;
16J090233: União das freguesias de Junça e Naves;186;1225;839;216;69;179;114;- -;
16J090234: União das freguesias de Leomil, Mido, Senouras e Aldeia Nova;402;72;734;227;101;356;305;18;
16J090235: União das freguesias de Malpartida e Vale de Coelha;689;34;1394;137;66;438;24;- -;
16J090236: União das freguesias de Miuzela e Porto de Ovelha;60;22;852;82;75;214;116;98;
16J090227: Vale da Mula;864;66;1381;58;58;68;128;- -;
16J090229: Vilar Formoso;486;60;255;22;46;525;102;19;
16J0501: Belmonte;996;731;10464;1153;218;8464;2819;384;
16J050102: Caria;426;202;5817;332;62;3281;1251;222;
16J050104: Inguias;154;222;1897;153;47;1143;357;30;
16J050105: Maçainhas;48;27;222;162;26;561;262;32;
16J050106: União das freguesias de Belmonte e Colmeal da Torre;368;280;2528;506;83;3479;949;100;
16J0903: Celorico da Beira;382;680;25272;1369;423;7911;2419;93;
16J090302: Baraçal;33;42;394;5;16;195;75;- -;
16J090304: Carrapichana;1;3;641;28;12;359;43;12;
16J090322: Casas do Soeiro;- -;6;384;26;10;116;30;- -;
16J090306: Forno Telheiro;124;156;2348;159;29;691;145;1;
16J090307: Lajeosa do Mondego;77;53;1679;5;13;549;167;- -;
16J090308: Linhares;10;37;1569;179;33;381;138;- -;
16J090309: Maçal do Chão;28;41;1533;80;28;368;128;22;
16J090310: Mesquitela;- -;6;1969;154;22;420;108;20;
16J090311: Minhocal;39;74;2707;17;15;503;140;- -;
16J090312: Prados;9;50;958;106;22;161;204;- -;
16J090314: Ratoeira;1;2;397;10;12;252;66;- -;
16J090323: União das freguesias de Açores e Velosa;27;128;2553;106;37;398;113;2;
16J090324: União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego;18;23;3959;304;67;1763;339;6;
16J090325: União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais;7;32;2438;109;49;613;129;2;
16J090326: União das freguesias de Rapa e Cadafaz;8;17;1003;64;40;521;426;3;
16J090318: Vale de Azares;- -;10;740;17;18;621;168;25;
16J0503: Covilhã;4090;6963;15475;5016;402;29874;9705;1686;
16J050302: Aldeia de São Francisco de Assis;- -;- -;2;74;- -;211;30;- -;
16J050305: Boidobra;460;155;2195;77;15;1426;616;26;
16J050308: Cortes do Meio;141;17;483;754;14;1211;591;145;
16J050309: Dominguizo;18;61;329;40;4;328;202;- -;
16J050310: Erada;38;4;148;172;8;663;382;14;
16J050311: Ferro;519;322;1290;441;10;3052;1199;50;
16J050312: Orjais;215;155;899;46;3;853;550;5;
16J050314: Paul;272;1940;727;198;25;1870;427;51;
16J050315: Peraboa;373;215;2520;92;70;3491;905;120;
16J050318: São Jorge da Beira;2;- -;- -;107;- -;155;20;- -;
16J050322: Sobral de São Miguel;- -;2;- -;129;- -;306;207;140;
16J050324: Tortosendo;551;1512;1847;298;20;2626;997;21;
16J050325: Unhais da Serra;485;16;487;513;12;499;202;21;
16J050332: União das freguesias de Barco e Coutada;111;36;433;174;14;2491;691;285;
16J050333: União das freguesias de Cantar-Galo e Vila do Carvalho;41;1562;509;406;5;660;296;147;
16J050334: União das freguesias de Casegas e Ourondo;4;- -;6;175;4;935;136;137;
16J050335: União das freguesias de Covilhã e Canhoso;437;68;578;41;7;1737;464;23;
16J050336: União das freguesias de Peso e Vales do Rio;53;13;198;49;4;980;177;1;
16J050337: União das freguesias de Teixoso e Sarzedo;234;725;2229;303;42;4980;1172;232;
16J050338: União das freguesias de Vale Formoso e Aldeia do Souto;133;72;475;22;84;810;287;13;
16J050327: Verdelhos;3;88;120;905;61;590;154;255;
16J0904: Figueira de Castelo Rodrigo;2014;583;33124;380;854;4494;1924;619;
16J090403: Castelo Rodrigo;106;- -;2894;83;2;82;10;- -;
16J090406: Escalhão;10;57;3126;45;53;454;35;14;
16J090408: Figueira de Castelo Rodrigo;301;155;4342;108;68;278;98;330;
16J090410: Mata de Lobos;191;157;4678;18;102;902;439;235;
16J090418: União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo;47;26;3911;40;124;927;545;5;
16J090419: União das freguesias de Almofala e Escarigo;142;38;2263;11;122;431;111;- -;
16J090420: União das freguesias de Cinco Vilas e Reigada;445;60;3418;7;62;367;264;- -;
16J090421: União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;95;11;3344;28;215;503;325;35;
16J090422: União das freguesias do Colmeal e Vilar Torpim;151;15;2280;30;41;367;60;- -;
16J090415: Vermiosa;526;64;2868;10;65;183;37;- -;
16J0905: Fornos de Algodres;323;276;8664;1463;115;12067;2457;408;
16J090501: Algodres;65;29;849;233;10;686;280;43;
16J090502: Casal Vasco;8;20;257;15;2;290;149;- -;
16J090504: Figueiró da Granja;3;11;361;85;17;1003;123;167;
16J090505: Fornos de Algodres;36;14;861;206;13;862;352;52;
16J090507: Infias;7;5;105;10;1;145;24;- -;
16J090509: Maceira;5;12;979;147;4;327;214;1;
16J090510: Matança;40;21;716;280;7;474;225;40;
16J090511: Muxagata;99;26;623;104;10;388;95;- -;
16J090512: Queiriz;50;51;916;94;21;395;403;63;
16J090517: União das freguesias de Cortiçô e Vila Chã;2;11;150;119;3;177;163;- -;
16J090518: União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão;1;19;1688;92;20;6567;172;14;
16J090519: União das freguesias de Sobral Pichorro e Fuinhas;7;57;1159;78;7;753;257;28;
16J0504: Fundão;4156;6038;38463;9154;710;46226;12353;2288;
16J050401: Alcaide;52;25;114;130;12;1603;629;2;
16J050402: Alcaria;241;3967;1157;67;4;2900;734;- -;
16J050403: Alcongosta;- -;3;9;3;2;516;91;1;
16J050406: Alpedrinha;114;97;1363;453;23;1786;426;3;
16J050408: Barroca;- -;29;16;192;- -;905;326;65;
16J050410: Bogas de Cima;3;51;23;568;4;1008;538;401;
16J050411: Capinha;153;56;1304;140;38;1001;343;47;
16J050412: Castelejo;66;23;436;202;18;1503;486;305;
16J050413: Castelo Novo;72;56;4094;398;22;938;195;51;
16J050431: Enxames;176;124;1142;417;19;1431;242;52;
16J050416: Fatela;41;36;1194;167;7;777;191;20;
16J050419: Lavacolhos;80;6;128;61;4;386;116;49;
16J050420: Orca;77;69;6780;663;128;1985;283;9;
16J050421: Pêro Viseu;75;244;1570;382;17;685;189;100;
16J050424: Silvares;29;10;30;105;5;979;204;336;
16J050425: Soalheira;186;78;2514;355;50;1484;300;7;
16J050426: Souto da Casa;51;34;567;256;14;1571;325;207;
16J050427: Telhado;112;202;1387;284;15;1296;297;23;
16J050432: Três Povos;171;62;3385;251;49;1870;503;63;
16J050434: União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;1640;299;4105;645;48;10514;3035;102;
16J050433: União das freguesias de Janeiro de Cima e Bogas de Baixo;44;35;360;439;5;1563;425;208;
16J050435: União das freguesias de Póvoa de Atalaia e Atalaia do Campo;380;73;1948;438;129;3196;801;31;
16J050436: União das freguesias de Vale de Prazeres e Mata da Rainha;393;459;4837;2538;97;6329;1674;206;
16J0906: Gouveia;281;1175;13433;1781;198;75029;2998;727;
16J090602: Arcozelo;2;32;926;157;20;707;221;14;
16J090603: Cativelos;20;64;375;6;9;33782;199;8;
16J090605: Folgosinho;18;125;1059;378;10;238;108;29;
16J090625: Gouveia;42;59;2288;297;8;1156;329;228;
16J090612: Nespereira;22;21;202;15;4;30697;154;3;
16J090613: Paços da Serra;9;25;1062;59;26;1344;133;- -;
16J090614: Ribamondego;12;4;304;9;7;11;16;33;
16J090617: São Paio;18;29;502;47;6;97;51;- -;
16J090623: União das freguesias de Aldeias e Mangualde da Serra;7;4;694;76;10;237;98;11;
16J090624: União das freguesias de Figueiró da Serra e Freixo da Serra;3;47;582;295;18;329;67;41;
16J090626: União das freguesias de Melo e Nabais;34;43;1518;94;13;1003;493;7;
16J090627: União das freguesias de Moimenta da Serra e Vinhó;29;642;1064;145;14;1300;431;322;
16J090628: União das freguesias de Rio Torto e Lagarinhos;11;11;807;55;21;1240;161;10;
16J090619: Vila Cortês da Serra;45;36;689;27;4;201;18;- -;
16J090620: Vila Franca da Serra;2;8;591;92;6;242;43;21;
16J090621: Vila Nova de Tazem;7;25;770;29;22;2445;476;- -;
16J0907: Guarda;6542;6134;21196;7739;1374;84821;13308;1234;
16J090766: Adão;65;5;331;182;23;14224;125;- -;
16J090703: Aldeia do Bispo;75;25;165;174;13;249;120;1;
16J090704: Aldeia Viçosa;59;15;381;37;15;493;424;2;
16J090705: Alvendre;29;63;348;331;23;228;62;1;
16J090706: Arrifana;254;72;635;57;24;368;156;- -;
16J090708: Avelãs da Ribeira;47;15;156;96;53;250;145;4;
16J090709: Benespera;99;35;652;83;11;536;471;13;
16J090711: Casal de Cinza;300;75;902;55;76;725;400;- -;
16J090712: Castanheira;76;330;265;114;68;287;248;- -;
16J090713: Cavadoude;62;49;525;138;9;230;158;19;
16J090714: Codesseiro;181;78;381;175;53;406;140;- -;
16J090716: Faia;19;34;352;12;3;399;179;19;
16J090717: Famalicão;36;24;346;372;24;445;345;34;
16J090718: Fernão Joanes;76;39;502;142;41;286;235;138;
16J090757: Gonçalo;200;93;1369;301;41;9316;1731;109;
16J090721: Gonçalo Bocas;72;32;79;15;26;386;133;17;
16J090758: Guarda;826;714;1835;104;56;1362;611;144;
16J090759: Jarmelo São Miguel;286;59;267;499;64;552;416;4;
16J090760: Jarmelo São Pedro;318;88;295;153;62;493;591;41;
16J090722: João Antão;34;54;135;201;11;352;278;- -;
16J090723: Maçainhas;201;285;848;173;10;337;643;27;
16J090724: Marmeleiro;292;148;1229;316;90;684;394;43;
16J090725: Meios;8;44;168;259;23;237;152;20;
16J090728: Panoias de Cima;267;1693;317;144;35;766;330;25;
16J090729: Pega;122;14;151;2;8;102;105;3;
16J090730: Pêra do Moço;354;90;858;245;36;695;836;17;
16J090732: Porto da Carne;- -;4;82;8;1;44504;142;- -;
16J090734: Ramela;31;62;53;266;37;414;399;10;
16J090738: Santana da Azinha;235;82;536;205;27;521;275;17;
16J090744: Sobral da Serra;22;51;438;223;35;309;182;1;
16J090761: União de freguesias de Avelãs de Ambom e Rocamondo;111;33;271;90;17;248;127;28;
16J090762: União de freguesias de Corujeira e Trinta;215;72;1108;192;30;341;247;6;
16J090763: União de freguesias de Mizarela, Pêro Soares e Vila Soeiro;12;26;350;290;22;455;275;13;
16J090764: União de freguesias de Pousade e Albardo;94;23;371;117;61;296;324;26;
16J090765: União de freguesias de Rochoso e Monte Margarida;203;38;211;101;32;256;298;80;
16J090746: Vale de Estrela;113;184;352;305;13;229;85;- -;
16J090747: Valhelhas;19;10;173;55;8;200;19;66;
16J090748: Vela;169;54;391;290;16;495;86;4;
16J090749: Videmonte;58;88;1260;834;27;555;542;184;
16J090750: Vila Cortês do Mondego;13;1109;293;49;13;282;138;52;
16J090751: Vila Fernando;521;71;989;114;52;466;362;2;
16J090752: Vila Franca do Deão;106;35;84;184;38;311;88;4;
16J090753: Vila Garcia;262;19;742;36;47;531;291;60;
16J0908: Manteigas;52;115;1121;1344;35;1310;1020;107;
16J090802: Manteigas (Santa Maria);19;79;774;784;21;932;610;55;
16J090803: Manteigas (São Pedro);- -;22;275;283;7;187;268;48;
16J090801: Sameiro;1;1;- -;238;2;79;21;1;
16J090804: Vale de Amoreira;32;13;72;39;5;112;121;3;
16J0909: Mêda;518;261;9282;932;965;6817;5220;465;
16J090901: Aveloso;39;27;167;23;47;359;170;30;
16J090902: Barreira;1;1;833;30;73;252;74;2;
16J090905: Coriscada;14;3;792;138;58;266;148;1;
16J090907: Longroiva;14;25;1069;43;98;970;169;147;
16J090908: Marialva;64;9;821;23;59;473;226;- -;
16J090917: Mêda, Outeiro de Gatos e Fonte Longa;58;95;1718;188;192;1931;959;221;
16J090912: Poço do Canto;5;32;327;109;94;863;506;8;
16J090918: Prova e Casteição;55;8;669;23;69;282;2649;- -;
16J090914: Rabaçal;168;33;1454;142;125;539;115;39;
16J090915: Ranhados;80;20;937;165;57;457;102;15;
